LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
243,5000,4900,7.74%,36 months,other,14.40%,OH,RENT,5166.67,750-754,8,15489,1,10+ years
244,20000,20000,16.29%,36 months,debt_consolidation,23.59%,MI,MORTGAGE,5833.33,680-684,14,12696,1,< 1 year
245,13250,13250,6.62%,36 months,debt_consolidation,28.64%,IL,MORTGAGE,5750,750-754,12,7174,3,8 years
246,10000,9975,8.59%,36 months,major_purchase,2.85%,PA,MORTGAGE,10167,790-794,9,16,3,10+ years
247,20000,19950,10.75%,36 months,debt_consolidation,11.37%,NY,RENT,8416.67,740-744,10,12283,0,3 years
248,10000,10000,8.49%,36 months,debt_consolidation,13.58%,FL,MORTGAGE,4166.67,715-719,8,8455,0,10+ years
249,12000,12000,12.12%,36 months,debt_consolidation,14.66%,FL,MORTGAGE,5000,710-714,11,13235,2,2 years
250,8000,7950,7.90%,36 months,home_improvement,12.54%,IL,MORTGAGE,3500,725-729,8,6834,2,5 years
251,11000,10950,8.94%,36 months,credit_card,22.38%,AK,MORTGAGE,4200,760-764,6,8694,4,7 years
252,12500,12425,7.49%,36 months,debt_consolidation,14.07%,MD,RENT,8237.5,730-734,15,13261,0,6 years
253,7500,0,11.03%,36 months,credit_card,11.41%,AL,MORTGAGE,3750,685-689,15,5148,7,6 years
254,4825,4825,10.16%,36 months,debt_consolidation,14.89%,UT,RENT,2400,705-709,14,6109,1,1 year
255,7550,7550,16.89%,36 months,other,21.94%,AL,RENT,2880,670-674,2,1989,1,8 years
256,8000,7827.03,14.35%,36 months,other,20.35%,NY,RENT,4000,675-679,7,2082,0,4 years
257,6000,6000,14.09%,36 months,debt_consolidation,15.72%,KS,RENT,5083.33,670-674,11,10373,0,4 years
258,8000,8000,15.57%,60 months,major_purchase,2.38%,IL,RENT,5291.67,700-704,4,1252,6,5 years
259,3000,3000,14.59%,36 months,debt_consolidation,24.20%,IL,MORTGAGE,5000,665-669,6,5527,1,5 years
260,8000,7997.79,16.29%,36 months,debt_consolidation,15.76%,NY,RENT,3750,665-669,8,7374,1,6 years
261,8400,8400,5.99%,36 months,credit_card,8.70%,TX,OWN,3000,750-754,6,6215,0,2 years
262,35000,35000,14.65%,36 months,medical,12.20%,MA,MORTGAGE,14166.67,720-724,7,103354,0,8 years
263,15000,15000,7.90%,36 months,credit_card,21.54%,NY,OWN,5000,730-734,8,21555,0,2 years
264,7500,7475,10.99%,36 months,home_improvement,7.51%,TX,MORTGAGE,7083.33,800-804,9,2245,7,8 years
265,24000,23665.54,9.62%,60 months,debt_consolidation,17.41%,DC,RENT,7695.08,805-809,6,1502,0,9 years
266,21000,20975,20.50%,60 months,debt_consolidation,18.42%,NY,MORTGAGE,8083.33,680-684,11,31080,2,5 years
267,6000,6000,7.62%,36 months,debt_consolidation,9.33%,CA,RENT,8315.67,730-734,8,6239,0,2 years
268,4500,4500,6.91%,36 months,major_purchase,0.58%,MD,MORTGAGE,65000,725-729,7,3015,4,7 years
269,29000,29000,17.77%,36 months,debt_consolidation,15.70%,MA,RENT,7666.67,695-699,11,23319,0,2 years
270,20000,20000,15.31%,36 months,debt_consolidation,27.35%,CA,RENT,5250,690-694,11,11343,1,6 years
271,7000,7000,10.16%,36 months,debt_consolidation,10.76%,IL,MORTGAGE,4341.67,695-699,11,13638,0,7 years
272,5000,4950,10.36%,36 months,other,0.51%,NJ,RENT,2916.67,715-719,2,165,2,3 years
273,6000,6000,17.27%,36 months,debt_consolidation,6.91%,IL,MORTGAGE,4025.67,665-669,6,6652,2,5 years
274,10000,10000,15.27%,36 months,wedding,4.02%,IL,RENT,4480,670-674,9,7614,2,1 year
275,3200,3200,17.49%,36 months,other,1.37%,AR,RENT,2917,665-669,4,1427,1,< 1 year
276,23000,23000,17.77%,36 months,debt_consolidation,25.84%,MD,MORTGAGE,6625,685-689,17,19870,1,3 years
277,5000,1750.04,11.54%,36 months,other,10.36%,NY,RENT,3416.67,670-674,17,15301,7,1 year
278,3000,3000,12.69%,36 months,debt_consolidation,3.12%,CA,RENT,2083.33,715-719,3,844,0,3 years
279,12000,11975,10.74%,60 months,debt_consolidation,17.63%,VA,RENT,3500,715-719,11,18808,0,5 years
280,20000,19975,13.99%,60 months,debt_consolidation,31.20%,NY,RENT,4166.67,720-724,9,8810,0,6 years
281,1200,1200,15.80%,36 months,debt_consolidation,27.14%,MI,RENT,2166.67,665-669,9,9076,1,3 years
282,8000,8000,6.62%,36 months,credit_card,4.90%,FL,MORTGAGE,3000,780-784,5,6084,1,n/a
283,10000,9975,16.49%,60 months,credit_card,17.70%,IL,MORTGAGE,5416.67,705-709,10,41329,0,10+ years
284,11000,11000,13.06%,36 months,other,22.42%,NC,MORTGAGE,7916.67,690-694,9,34314,1,< 1 year
285,18000,18000,16.29%,36 months,credit_card,17.62%,CA,MORTGAGE,5250,670-674,11,9379,1,5 years
286,24000,23975,17.49%,60 months,small_business,8.96%,OR,RENT,5000,705-709,4,323,1,10+ years
287,8000,7925,18.75%,60 months,other,9.92%,WA,MORTGAGE,5002.33,675-679,7,8421,1,10+ years
288,6000,6000,11.71%,36 months,other,21.45%,MI,RENT,3100,685-689,18,10426,0,2 years
289,35000,34950,17.27%,36 months,debt_consolidation,22.74%,CA,RENT,6750,675-679,15,24626,1,10+ years
290,1000,750,10.36%,36 months,renewable_energy,0%,GA,MORTGAGE,1800,730-734,2,0,1,< 1 year
291,10000,10000,15.31%,36 months,credit_card,27.71%,CA,RENT,3750,680-684,19,19385,1,3 years
292,6000,6000,15.80%,36 months,medical,7.94%,NY,RENT,5000,670-674,7,14784,1,10+ years
293,4000,4000,6.03%,36 months,car,13.03%,CA,RENT,2916.67,750-754,7,2860,0,5 years
294,20000,20000,11.71%,60 months,debt_consolidation,10.98%,IL,MORTGAGE,5416.67,745-749,10,20836,0,10+ years
295,3500,690.34,14.12%,36 months,medical,10.19%,IA,OTHER,3750,655-659,8,9771,4,10+ years
296,24000,24000,19.99%,60 months,debt_consolidation,3.48%,AZ,RENT,8333.33,690-694,8,8224,1,5 years
297,8000,8000,14.09%,36 months,debt_consolidation,14.31%,CA,RENT,3500,690-694,7,5074,2,4 years
298,12000,12000,6.62%,36 months,credit_card,13.88%,MA,MORTGAGE,7125,775-779,15,20639,1,5 years
299,17600,17600,8.90%,36 months,debt_consolidation,16.58%,CO,MORTGAGE,4166.67,750-754,8,235,1,8 years
300,5000,512.46,12.92%,36 months,debt_consolidation,16.29%,CA,RENT,3333,665-669,11,14244,2,2 years
301,8000,8000,18.67%,60 months,educational,5.56%,CA,RENT,2500,660-664,5,5770,2,6 years
302,10000,9850,9.88%,36 months,debt_consolidation,17.04%,KY,MORTGAGE,4500,730-734,8,6948,2,4 years
303,16800,16800,6.62%,36 months,debt_consolidation,3.87%,SC,OWN,16083.33,800-804,5,13470,1,8 years
304,6500,6450,10.38%,60 months,home_improvement,6.86%,KY,MORTGAGE,2738.67,755-759,10,2345,1,8 years
305,35000,35000,7.90%,36 months,home_improvement,20.70%,TX,MORTGAGE,12083.33,790-794,10,28864,0,10+ years
306,9950,9950,14.33%,36 months,debt_consolidation,4.19%,NJ,MORTGAGE,4800,685-689,9,5038,1,5 years
307,5000,5000,9.91%,36 months,debt_consolidation,28.77%,OH,RENT,3166.67,750-754,3,0,1,n/a
308,10000,10000,19.05%,60 months,debt_consolidation,28.39%,FL,RENT,3726.67,695-699,23,10067,2,5 years
309,6000,6000,13.11%,36 months,debt_consolidation,19.97%,PA,MORTGAGE,5833.33,685-689,6,5523,1,1 year
310,35000,35000,7.90%,36 months,debt_consolidation,20.27%,VA,MORTGAGE,12083.33,770-774,15,35242,0,10+ years
311,5600,5600,7.90%,36 months,debt_consolidation,16.54%,FL,RENT,1916.67,705-709,8,3373,0,5 years
312,17000,17000,7.90%,36 months,small_business,6.43%,NJ,RENT,6250,795-799,4,1352,3,6 years
313,15000,15000,12.99%,60 months,debt_consolidation,17.45%,NY,RENT,5666.67,715-719,13,10855,0,3 years
314,3000,3000,11.14%,36 months,small_business,1.70%,NY,MORTGAGE,7750,685-689,7,874,0,10+ years
315,12000,12000,17.77%,36 months,credit_card,9.86%,MA,RENT,3083.33,665-669,10,4390,0,4 years
316,25000,25000,14.27%,36 months,debt_consolidation,14.59%,MA,MORTGAGE,9000,705-709,11,22364,3,7 years
317,31075,31050,20.49%,36 months,credit_card,26.18%,MA,OWN,6000,660-664,20,27221,2,10+ years
318,4750,4750,14.33%,60 months,debt_consolidation,23.48%,SC,RENT,1500,740-744,11,1687,3,< 1 year
319,6400,6375,11.71%,36 months,credit_card,14.88%,VA,RENT,4166.67,680-684,7,15055,0,1 year
320,25000,25000,9.91%,36 months,debt_consolidation,15.38%,FL,RENT,5500,730-734,9,11395,0,3 years
321,5000,4975,6.03%,36 months,major_purchase,6.43%,PA,MORTGAGE,12083.33,785-789,10,792,0,5 years
322,12000,12000,11.99%,60 months,home_improvement,4.30%,GA,MORTGAGE,3583.33,755-759,5,3942,2,2 years
323,20000,20000,19.72%,36 months,debt_consolidation,13.74%,VA,MORTGAGE,7965,665-669,18,18809,1,7 years
324,10000,10000,15.96%,36 months,debt_consolidation,13.09%,CA,RENT,4416.67,665-669,9,23870,1,10+ years
325,9750,9750,20.49%,36 months,other,10.55%,WA,RENT,3033.33,660-664,13,8688,1,4 years
326,10000,10000,14.09%,36 months,debt_consolidation,15.02%,RI,MORTGAGE,6000,685-689,13,8178,0,8 years
327,3000,2057.84,10.46%,36 months,small_business,4.34%,IL,OWN,4350,680-684,3,8414,4,10+ years
328,25000,25000,19.72%,60 months,debt_consolidation,1.31%,MN,MORTGAGE,5666.67,700-704,6,92,0,10+ years
329,5000,5000,14.22%,36 months,other,18.73%,CA,MORTGAGE,8583,670-674,9,8097,1,1 year
330,6500,6500,5.79%,36 months,credit_card,22.84%,TX,MORTGAGE,6400,730-734,11,7435,0,8 years
331,8325,8325,15.31%,36 months,debt_consolidation,15.22%,NY,RENT,2916.67,670-674,13,7171,0,4 years
332,20000,20000,15.31%,60 months,small_business,13.94%,FL,MORTGAGE,8333.33,710-714,15,22246,0,10+ years
333,12000,12000,12.12%,36 months,credit_card,20.32%,AL,MORTGAGE,5166.67,710-714,9,10054,1,4 years
334,9500,9475,10.38%,60 months,small_business,13.64%,NM,MORTGAGE,5000,755-759,10,46358,0,10+ years
335,12000,11862.38,5.79%,60 months,debt_consolidation,22.13%,WI,MORTGAGE,4166.67,780-784,12,14464,1,10+ years
336,7200,7200,11.49%,60 months,debt_consolidation,16.78%,CA,RENT,2944,715-719,11,5459,0,6 years
337,8500,8500,10.16%,36 months,credit_card,11.23%,NV,MORTGAGE,6091.83,710-714,18,10568,0,3 years
338,17475,17475,19.05%,60 months,debt_consolidation,22.95%,IL,MORTGAGE,4583.33,685-689,13,15852,3,10+ years
339,10000,10000,12.12%,36 months,home_improvement,13.49%,TX,MORTGAGE,3113.83,690-694,9,6634,0,4 years
340,18000,17975,22.47%,60 months,house,1.92%,FL,RENT,4583.33,660-664,6,4243,3,7 years
341,4800,4775,5.42%,36 months,medical,20.17%,NH,MORTGAGE,7466.83,785-789,19,13461,2,4 years
342,5000,5000,7.90%,36 months,wedding,16.44%,NC,MORTGAGE,2298.75,720-724,10,12346,0,10+ years
343,20000,19925,12.12%,36 months,credit_card,10.32%,TX,RENT,3750,720-724,6,15762,0,2 years
344,12300,12300,15.31%,36 months,debt_consolidation,19.26%,OH,MORTGAGE,5000,710-714,13,4460,2,10+ years
345,28000,27950,22.78%,60 months,debt_consolidation,10.29%,LA,MORTGAGE,6125,675-679,11,18101,2,5 years
346,1675,1675,11.11%,36 months,debt_consolidation,4.81%,CA,RENT,2080,690-694,4,1466,0,3 years
347,7500,7500,17.04%,36 months,car,4.92%,CA,RENT,4000,685-689,3,8398,0,7 years
348,9200,9200,12.61%,36 months,debt_consolidation,15.42%,WI,MORTGAGE,12833.33,675-679,12,17391,0,2 years
349,8000,8000,15.80%,36 months,credit_card,10.76%,OK,MORTGAGE,4583.33,675-679,13,4084,3,2 years
350,5000,5000,10.99%,36 months,moving,23.25%,NJ,RENT,2000,690-694,8,8339,0,< 1 year
351,19125,19125,18.25%,60 months,other,15.69%,CA,OWN,3333.33,690-694,8,7858,0,5 years
352,5075,5050,5.99%,36 months,debt_consolidation,20.10%,PA,MORTGAGE,5000,790-794,9,269,3,3 years
353,7000,6975,9.62%,36 months,debt_consolidation,22.69%,IL,MORTGAGE,3275,710-714,8,14075,1,9 years
354,5000,5000,12.12%,36 months,debt_consolidation,16.97%,WA,MORTGAGE,6800,675-679,16,25524,0,10+ years
355,35000,33500,13.49%,60 months,small_business,10.63%,AZ,MORTGAGE,15583.33,760-764,10,9,1,6 years
356,2225,2225,14.65%,36 months,credit_card,24.09%,WV,MORTGAGE,3250,670-674,9,26854,1,n/a
357,4000,4000,10.16%,36 months,major_purchase,4.58%,IL,RENT,3168,715-719,5,6916,2,< 1 year
358,16000,16000,7.90%,36 months,debt_consolidation,2.23%,CA,MORTGAGE,7083.33,740-744,11,3076,0,5 years
359,15500,15500,17.77%,36 months,debt_consolidation,27.60%,VA,OWN,3333.33,675-679,10,8692,0,4 years
360,16000,16000,13.11%,60 months,debt_consolidation,14.88%,OK,MORTGAGE,7916.67,695-699,9,22918,2,10+ years
361,9000,9000,13.06%,60 months,debt_consolidation,5.74%,CA,RENT,3678.08,710-714,8,7556,2,4 years
362,20000,18275,16.49%,60 months,wedding,24.58%,TX,MORTGAGE,6000,710-714,14,12231,3,3 years
363,20000,19900,18.17%,60 months,credit_card,9.72%,CA,MORTGAGE,10000,685-689,8,106527,0,10+ years
364,30000,30000,22.78%,60 months,debt_consolidation,24.71%,CA,RENT,6041.67,690-694,12,39144,0,1 year
365,10000,10000,10.59%,36 months,debt_consolidation,7.43%,CA,RENT,3833.33,735-739,3,10187,0,10+ years
366,14000,14000,19.05%,36 months,credit_card,31.02%,IL,MORTGAGE,5000,660-664,15,12728,3,7 years
367,5000,4525,7.43%,36 months,other,1%,NY,NONE,NA,800-804,NA,NA,NA,< 1 year
368,18000,18000,15.31%,60 months,other,22.93%,FL,RENT,5734.08,710-714,13,2819,0,4 years
369,10000,10000,6.62%,36 months,debt_consolidation,19.05%,WA,MORTGAGE,5208.33,740-744,8,28302,0,10+ years
370,25975,25975,13.11%,60 months,house,15.51%,WA,MORTGAGE,4583.33,735-739,6,3607,0,9 years
371,10350,10350,14.09%,36 months,car,20.46%,NY,RENT,3333.33,690-694,10,10841,1,1 year
372,10850,10850,17.77%,36 months,debt_consolidation,33.90%,PA,OWN,2708.33,660-664,7,9577,0,8 years
373,4075,4075,5.42%,36 months,home_improvement,23.41%,NC,MORTGAGE,3750,770-774,6,34103,1,6 years
374,14500,10168.89,10.75%,60 months,credit_card,14.26%,CA,MORTGAGE,3584.62,755-759,6,18555,0,10+ years
375,12000,12000,10.16%,36 months,debt_consolidation,27.48%,VA,MORTGAGE,5000,710-714,12,10490,0,7 years
376,1000,1000,22.95%,36 months,other,19.78%,NY,RENT,884.9,665-669,4,5561,0,n/a
377,5900,5900,13.11%,36 months,debt_consolidation,14.19%,FL,MORTGAGE,3010,700-704,8,5921,0,10+ years
378,9950,9925,13.11%,36 months,debt_consolidation,24.21%,MI,MORTGAGE,2500,705-709,17,16618,1,10+ years
379,7200,7200,6.03%,36 months,debt_consolidation,17.27%,NY,MORTGAGE,3416.67,790-794,14,4838,0,10+ years
380,14750,14750,16.77%,60 months,debt_consolidation,17.32%,NM,MORTGAGE,2500,685-689,8,11003,1,8 years
381,5000,4975,16.70%,36 months,other,2.67%,FL,RENT,3000,690-694,4,2474,8,1 year
382,20000,20000,14.91%,36 months,debt_consolidation,19.43%,VA,MORTGAGE,6250,715-719,12,14308,1,5 years
383,18400,18375,19.42%,60 months,debt_consolidation,22.53%,VA,MORTGAGE,7400,705-709,14,10439,2,10+ years
384,7200,4167.97,14.11%,36 months,other,13.62%,PA,OWN,3583,700-704,3,1621,1,1 year
385,18000,17994.17,13.99%,60 months,debt_consolidation,2.13%,PA,MORTGAGE,4364.58,725-729,9,1721,3,3 years
386,8000,8000,12.12%,36 months,debt_consolidation,24.98%,MA,RENT,3166.67,690-694,10,5428,0,10+ years
387,4000,4000,8.90%,36 months,small_business,13.16%,CA,MORTGAGE,5166.67,720-724,9,7171,2,3 years
388,6000,6000,13.11%,36 months,debt_consolidation,18.10%,NY,RENT,3750,690-694,18,14468,3,7 years
389,6250,6100,10.25%,36 months,debt_consolidation,18.04%,FL,MORTGAGE,2400,720-724,5,14863,0,10+ years
390,5375,5375,14.09%,36 months,car,15.05%,TX,MORTGAGE,5416.67,685-689,13,4087,2,1 year
391,8875,8875,15.31%,36 months,debt_consolidation,14.90%,SC,RENT,2302,665-669,8,10008,0,n/a
392,7000,7000,10.65%,36 months,debt_consolidation,7.38%,CA,RENT,3333.33,700-704,7,12168,0,< 1 year
393,12000,12000,15.31%,36 months,debt_consolidation,21.83%,VA,RENT,6416.67,680-684,20,11583,2,2 years
394,21250,21250,18.75%,36 months,credit_card,26.53%,LA,OWN,4500,670-674,15,25287,2,10+ years
395,3600,3600,19.72%,60 months,car,22.22%,KS,MORTGAGE,3200,680-684,13,11702,0,< 1 year
396,12000,12000,14.33%,36 months,debt_consolidation,28.20%,KY,MORTGAGE,3333.33,670-674,11,10727,0,10+ years
397,10050,10050,14.33%,36 months,credit_card,16.48%,CA,RENT,2500,690-694,7,13337,2,< 1 year
398,4025,4025,8.90%,36 months,credit_card,15.32%,CA,MORTGAGE,5000,700-704,12,15943,0,8 years
399,5000,5000,6.62%,36 months,debt_consolidation,1.20%,GA,RENT,5000,780-784,8,531,1,2 years
400,16500,16400,11.71%,60 months,small_business,12.07%,OH,MORTGAGE,2750,775-779,11,2316,1,4 years
401,10000,10000,7.29%,36 months,home_improvement,7.94%,CA,MORTGAGE,5833.33,735-739,12,3181,0,8 years
402,7500,-0.01,12.29%,36 months,educational,21.34%,CA,MORTGAGE,8750,685-689,14,20947,7,5 years
403,10000,10000,6.03%,36 months,debt_consolidation,24.66%,OH,MORTGAGE,2940.25,755-759,8,5904,0,10+ years
404,10000,10000,8.90%,36 months,credit_card,22.66%,MN,RENT,2083.33,715-719,8,12724,0,9 years
405,18000,18000,7.90%,36 months,credit_card,18.36%,GA,RENT,5833.33,730-734,16,12522,0,< 1 year
406,7000,7000,16.29%,36 months,credit_card,24.93%,TX,MORTGAGE,3833.33,680-684,20,18792,3,3 years
407,22000,21975,22.47%,60 months,debt_consolidation,33.93%,WV,MORTGAGE,5083.33,670-674,14,31152,2,10+ years
408,6000,6000,13.11%,36 months,debt_consolidation,12.40%,WA,RENT,1000,685-689,18,3622,2,1 year
409,5600,5600,6.62%,36 months,wedding,7.23%,NC,MORTGAGE,5833.33,750-754,8,8125,1,2 years
410,9500,9500,12.12%,36 months,debt_consolidation,24.06%,MO,MORTGAGE,2519.17,705-709,7,8673,1,10+ years
411,12000,12000,13.11%,36 months,debt_consolidation,17.51%,SC,MORTGAGE,9666.67,680-684,12,17226,0,5 years
412,7200,7200,10.37%,36 months,debt_consolidation,8.92%,FL,MORTGAGE,4416.67,675-679,10,4137,0,2 years
413,5000,5000,15.80%,36 months,debt_consolidation,25.53%,NC,RENT,6612,665-669,6,14283,0,10+ years
414,8250,8086.75,15.96%,60 months,home_improvement,15.60%,NY,MORTGAGE,2917,695-699,13,4479,1,2 years
415,30000,30000,22.47%,60 months,debt_consolidation,20.07%,NY,MORTGAGE,7916.67,690-694,9,4202,3,n/a
416,10075,10075,15.81%,60 months,debt_consolidation,23.80%,DE,MORTGAGE,6583.33,700-704,15,13259,1,1 year
417,9050,9050,13.11%,36 months,credit_card,20.58%,MI,MORTGAGE,5166.67,700-704,9,7571,1,7 years
418,17500,17500,10.16%,36 months,credit_card,23.64%,CA,MORTGAGE,3333.33,700-704,10,21483,0,8 years
419,10000,5334.01,6.91%,36 months,car,8.83%,TX,RENT,4166.67,730-734,5,6381,0,1 year
420,10000,10000,8.90%,36 months,other,20.10%,MO,RENT,2870.42,715-719,11,18802,0,3 years
421,8500,8500,15.80%,36 months,debt_consolidation,17.40%,MI,RENT,2500,690-694,6,6491,1,1 year
422,16000,15975,14.65%,36 months,debt_consolidation,20.15%,NC,RENT,3666.67,675-679,15,6875,0,4 years
423,2350,2350,14.09%,36 months,credit_card,11.18%,WA,MORTGAGE,1833.33,725-729,3,7463,1,n/a
424,10000,9924.07,7.29%,36 months,medical,4.70%,NY,RENT,6083.33,730-734,10,7337,1,3 years
425,25000,24975,15.80%,60 months,debt_consolidation,21.18%,MA,MORTGAGE,5458.33,735-739,26,27327,1,6 years
426,8000,8000,14.33%,36 months,credit_card,27.34%,CA,RENT,3500,685-689,19,16395,2,7 years
427,6000,6000,13.11%,36 months,credit_card,16.75%,OH,MORTGAGE,4166.67,670-674,9,4500,0,< 1 year
428,4000,4000,13.11%,36 months,credit_card,11.80%,NY,RENT,5416.67,685-689,12,6616,1,1 year
429,11500,11500,11.14%,36 months,credit_card,18%,WA,RENT,2916.67,715-719,14,13851,1,5 years
430,12000,12000,9.91%,36 months,wedding,4.10%,WA,RENT,12500,705-709,9,22889,0,9 years
431,15250,13914.17,16.49%,60 months,debt_consolidation,20.57%,FL,RENT,2916.67,690-694,10,17931,0,< 1 year
432,5000,5000,12.68%,36 months,debt_consolidation,9.20%,FL,RENT,3500,695-699,6,3555,0,1 year
433,6000,6000,7.90%,36 months,wedding,20.75%,IL,RENT,3750,715-719,12,4318,0,10+ years
434,18225,18225,16.29%,60 months,credit_card,22.61%,PA,RENT,3166.67,710-714,7,12233,2,4 years
435,15000,15000,10.38%,36 months,debt_consolidation,16.87%,IL,MORTGAGE,6312,735-739,17,14339,2,2 years
436,4000,3882.78,5.79%,36 months,moving,23.94%,OH,RENT,4666.67,760-764,7,2889,2,9 years
437,27000,27000,12.12%,60 months,debt_consolidation,17.82%,TX,MORTGAGE,7083.33,715-719,13,25137,0,8 years
438,15000,14925,13.85%,36 months,other,5.10%,NY,RENT,3000,705-709,4,5936,1,3 years
439,4950,4950,10.16%,36 months,other,16.75%,CA,RENT,1403.33,725-729,4,2738,1,2 years
440,21000,20925,10.00%,36 months,credit_card,14.08%,CA,RENT,6250,730-734,8,21102,0,2 years
441,9000,9000,15.31%,36 months,credit_card,15.88%,NY,RENT,5000,675-679,7,4532,1,10+ years
442,21000,21000,18.75%,60 months,debt_consolidation,31.71%,NM,MORTGAGE,9583.33,695-699,19,30589,1,10+ years
443,8000,8000,19.05%,36 months,debt_consolidation,2.83%,NY,RENT,3333.33,660-664,4,2832,0,n/a
444,23000,21457.14,6.91%,60 months,debt_consolidation,12.39%,NH,MORTGAGE,4583.33,760-764,6,17695,2,4 years
445,10000,10000,14.65%,36 months,debt_consolidation,16.68%,OH,MORTGAGE,8333.33,680-684,18,39461,2,4 years
446,5000,4947.35,9.99%,60 months,credit_card,10.80%,CA,RENT,6400,730-734,8,5783,0,< 1 year
447,5350,5350,10.16%,36 months,home_improvement,16.45%,NJ,MORTGAGE,11250,730-734,11,19184,3,8 years
448,10000,10000,12.42%,36 months,credit_card,9.77%,CA,RENT,3500,705-709,9,10912,1,2 years
449,24000,23975,10.16%,36 months,debt_consolidation,15.53%,OH,MORTGAGE,5416.67,720-724,11,17882,0,10+ years
450,24000,24000,7.90%,36 months,debt_consolidation,13.55%,GA,MORTGAGE,7233.33,705-709,6,26039,0,< 1 year
451,15475,15450,14.09%,36 months,debt_consolidation,26.98%,SC,MORTGAGE,3750,685-689,14,19670,0,10+ years
452,25000,25000,21.00%,36 months,debt_consolidation,9.52%,NY,RENT,8333.33,670-674,11,8575,1,10+ years
453,13000,12975,9.91%,36 months,credit_card,15.60%,CA,RENT,2333.33,730-734,12,4487,3,5 years
454,7550,7550,7.62%,36 months,wedding,14.61%,AZ,MORTGAGE,2512,730-734,7,2814,0,5 years
455,9600,9600,15.31%,36 months,credit_card,33.24%,AR,RENT,3166.67,685-689,8,14774,3,2 years
456,15000,14950,15.21%,60 months,debt_consolidation,14.65%,CA,RENT,5416.67,700-704,11,9171,2,10+ years
457,7000,6975,14.11%,36 months,debt_consolidation,21.67%,NJ,RENT,4166.67,675-679,7,60550,3,10+ years
458,1000,1000,15.31%,36 months,debt_consolidation,29.45%,TX,MORTGAGE,2166.67,665-669,9,1748,0,6 years
459,25000,24798.43,12.87%,36 months,debt_consolidation,18.81%,MA,RENT,6666.67,720-724,13,31890,1,1 year
460,24000,24000,14.33%,36 months,credit_card,25.49%,GA,MORTGAGE,11208.33,725-729,23,19428,2,10+ years
461,21000,21000,18.49%,60 months,debt_consolidation,21.73%,CO,RENT,16416.67,700-704,21,62549,1,1 year
